Genes	Gene_Scores
8802	7.45226141424
3416	7.55593017379
147664	7.69004436005
64087	7.72585584202
100289566	7.92086076028
285367	7.98578178008
123688	8.12788059917
27341	8.13746252728
7873	8.19788109933
51291	8.23425678824
55713	8.23425678824
730019	8.34965964595
24142	8.49863882632
201161	8.55523762567
2864	8.57732786055
6271	8.60798043648
3543	8.63646845349
100133070	8.81630984411
55692	9.06375992402
100287924	9.90431100919
653082	10.4296999049
11123	11.8417572266
