geneID	 final_Normalized_Score
279	-0.309797663908
429	0.078448838491
820	-0.758028126614
1051	-0.3561144425
1397	-0.634364374521
2215	-0.501106870648
2619	-0.442774476957
2637	0.21406429009
2810	-0.318113310596
2827	-0.323213216743
2886	-0.0680225427891
2944	-0.506924224199
3127	-0.711296930876
3192	-0.0504576473193
3268	-0.445147731328
3822	-0.363584810589
3933	-0.696704938049
3991	0.752348519284
4062	-0.0300006228037
4710	-0.702461582125
4761	-0.487224568479
5034	-0.111664381254
5222	1.52692209114
5413	0.71382489289
5564	-0.144672753545
5626	-0.420456867345
6210	-0.668305004402
6324	0.51384571125
6632	-0.0195826907774
7082	-0.483341747678
7336	-0.0687183747244
7365	0.715265372555
8386	0.326595144912
8447	-0.634116675727
8970	-0.619240165414
9015	2.00705129758
9221	-0.658618999043
9639	0.345556358301
9720	-0.377500001369
9883	0.339260672006
10099	1.72362161664
10343	-0.522491808977
10472	-0.508567516949
11269	0.0920447615565
23420	0.300420156632
26007	0.0159534502903
26583	1.7836586331
28983	-0.0207412385394
29108	-0.495130762338
51011	-0.126739154027
51204	-0.204485341449
54458	0.166272178182
54754	0.0664528738173
55108	2.08402594724
57035	-0.501301720138
57336	-0.531379076222
57611	-0.70093670905
65003	-0.653682811973
79145	-0.702367984042
79676	2.94471554699
79802	-0.759365079561
79852	1.12037028589
79908	0.67948608332
79973	0.69908314313
80789	-0.421760828259
81554	-0.139434777298
93659	-0.343236587381
113277	1.02125467363
113878	0.357790713673
124590	0.390941499842
126637	-0.447879761114
127003	-0.501169338319
127066	-0.429664643383
127077	-0.692773404876
131616	-0.763606675775
137209	-0.641339138177
137885	-0.328861886898
146705	3.32455456282
146712	-0.767883849603
148545	2.3097661137
149013	0.71663583465
170393	-0.517763399309
200315	-0.592305533024
200350	-0.555593158811
205147	0.249925387154
219293	-0.559020399993
219417	-0.755650218194
219429	-0.738796564731
219432	-0.767883849603
220869	-0.385691436678
221960	-0.153634795834
254272	-0.104138785125
283848	-0.547441644894
283897	-0.192418118123
283951	-0.754641117095
284194	-0.550880779754
284207	-0.767883849603
285047	3.95079461696
340260	-0.336269477048
343071	-0.667118428928
346525	0.117413875515
360226	-0.508344329476
387990	-0.708631505692
388080	-0.602492107136
388272	1.72827111434
389762	-0.0469074358392
391211	-0.291065119428
391265	0.27639895849
400566	-0.268567139587
401147	2.32856836549
414189	-0.337583780292
440348	0.658200638201
440561	-0.57134969795
440871	-0.735779190071
440956	-0.452682221861
441457	-0.460684806233
441670	-0.636356927741
441925	-0.011648262357
441933	-0.561115652546
442381	-0.728422277337
642268	0.882185607914
642314	3.12184903967
642376	-0.598981093085
642380	-0.302963866203
642480	0.844412834647
642564	1.79765821729
642568	-0.742131966025
642761	5.79678513282
643354	-0.524851514898
643433	-0.743471090862
643546	-0.421940371101
643671	-0.456803847052
643834	0.792835119837
643957	-0.565050805533
644025	-0.22421447281
644230	-0.551480324601
644268	-0.604975714165
644294	0.0824975502585
644683	-0.421655233076
644940	-0.369830026315
644989	1.80700240865
645187	0.610574624106
645210	1.13596455388
645344	-0.68049592199
645425	0.744574500398
645476	-0.627461283209
645623	0.348996320546
645663	0.00907083679037
645961	-0.329740984914
646426	-0.213287801591
646552	-0.701669152832
646615	-0.224437453437
646704	-0.434581386872
646738	-0.00409505220842
646754	-0.527209566045
647097	-0.529986688388
647133	0.172088600923
647248	-0.272164512091
647310	0.0776576502775
653145	0.0746960207759
653192	-0.512382388644
653464	-0.715455478183
653509	0.578636786352
653567	-0.673423423319
727857	-0.767883849603
727978	2.12022720352
728026	-0.693413491655
728140	-0.349177014654
728446	1.91523168174
728561	-0.703493850042
728702	-0.199438491453
728728	2.45585999994
728948	-0.389111851921
729065	-0.611879012324
729133	-0.369830026315
729393	-0.582137264835
729438	-0.713569657804
729574	0.124958398107
729597	-0.60931587278
729784	-0.648134565838
729905	-0.61347638513
730046	-0.387724945523
730259	0.268804172173
732265	0.160980938935
100128270	-0.0647346127869
100128695	-0.69739311666
100128765	-0.73883576216
100128838	-0.463347542411
100129126	-0.568995163195
100129654	-0.550709821046
100130433	4.68403279325
100130540	-0.163932446564
100131081	-0.547572475363
100131107	-0.624948717657
100131326	0.133877002611
100131851	0.284946169938
100131973	-0.454262943517
100132004	-0.432122808281
100132255	-0.38187459994
100132787	0.231380555954
100132959	-0.209216233277
100287161	-0.568212145421
100287235	-0.764005062311
100287676	-0.292690313101
100287898	-0.596284434066
100288037	0.783986015788
100288096	0.12719141049
100288118	-0.414927030556
100288357	-0.664895965721
100288478	-0.0572558674097
