Length	Score	ID	Pvalue	Qvalues
51	0.865325726548	83020	0.438	0.579011592434
51	-1.42638812699	83032	0.566	0.602536997886
51	10.2267666736	83117	0.095	0.350852272727
51	-4.61819734398	105700	0.753	0.613636363636
51	-3.45639771038	106414	0.676	0.613636363636
51	5.12473057758	122191	0.242	0.465798045603
51	13.5881666147	160959	0.051	0.304407713499
51	-1.72295957131	187187	0.583	0.607496012759
51	15.3752817966	[105960, 105959]	0.04	0.299102132435
51	-3.25165763698	[106026, 105797, 105796, 105788]	0.666	0.613636363636
51	-11.329630595	[106026, 105828]	0.96	0.668496216562
52	22.8501959212	83086	0.003	0.118181818182
52	-3.43599281995	105771	0.685	0.613636363636
52	-6.67831459524	106241	0.835	0.636363636364
52	-1.65657769159	160947	0.596	0.612490118577
52	0.210961619232	187104	0.51	0.588600852273
52	-3.0962623363	[106026, 105797, 105796, 105788, 105686]	0.67	0.613636363636
53	19.0004276298	83059	0.012	0.19696969697
53	-8.58076801365	105824	0.907	0.657612939208
53	1.29071789224	187173	0.389	0.545994385662
53	-5.69656705564	[105744, 105743]	0.793	0.626458434614
53	-5.69656705564	[105744, 105743, 105741]	0.793	0.626458434614
54	-2.42374953263	82987	0.593	0.611534190068
54	-7.4775762122	105685	0.853	0.640089418778
54	-6.09572455295	105836	0.787	0.626458434614
54	-14.0637637364	106552	0.984	0.672201786653
54	16.4990352071	119532	0.015	0.221590909091
54	-6.3869274296	169345	0.797	0.627890085946
54	-2.81083399579	187106	0.613	0.613636363636
54	-2.0899287975	[160947, 105996]	0.572	0.603526366872
55	3.70015377605	105811	0.286	0.492140424417
55	4.92184894483	187178	0.222	0.449170761671
55	3.70015377605	[105811, 105810]	0.286	0.492140424417
56	9.94381484979	83104	0.098	0.350964187328
56	-2.47358498076	119545	0.627	0.613636363636
56	-6.39579017953	161050	0.819	0.632565867553
56	8.15425824091	373900	0.149	0.393060064935
56	-0.684668640999	[105743, 105741, 105740]	0.517	0.592052048532
56	-2.47358498076	[119545, 106165]	0.627	0.613636363636
56	-6.39579017953	[161050, 161049]	0.819	0.632565867553
57	9.90514748877	83085	0.1	0.354545454545
57	-5.09089309346	125137	0.725	0.613636363636
57	-1.11163851189	144181	0.518	0.592052048532
58	3.04811329027	83106	0.334	0.518772136954
58	11.4617864246	119552	0.07	0.323153409091
59	8.42157152672	83031	0.129	0.371840354767
59	5.15303192621	83066	0.224	0.449170761671
59	7.40887205555	105689	0.161	0.404698242934
59	-0.207644366557	160962	0.454	0.582345191041
59	2.05483418032	169353	0.351	0.526071185672
60	15.0370932901	82991	0.044	0.302325581395
60	10.5897660584	83073	0.095	0.350852272727
60	8.58476421668	219802	0.151	0.393071686023
61	9.65163475681	83102	0.101	0.354545454545
61	-6.56522007336	83108	0.807	0.62905737214
61	19.7222494756	83110	0.013	0.202153110048
62	10.6996749344	82926	0.083	0.335927770859
62	8.11898543306	83093	0.143	0.382352941176
62	4.77709222151	83107	0.253	0.476715002789
62	4.55944277774	105783	0.263	0.476715002789
62	-11.5568916506	105821	0.947	0.668496216562
62	3.10374638372	119519	0.318	0.510622529644
62	3.64549375259	119543	0.298	0.497957099081
63	-7.1998337913	83042	0.833	0.636363636364
63	13.3659347317	83082	0.065	0.323153409091
63	7.4201511557	83114	0.176	0.416579588993
63	2.18994079979	105808	0.382	0.543921139102
63	-7.50768989052	105835	0.839	0.636363636364
63	-4.77374843759	117292	0.748	0.613636363636
63	-10.2310497973	161014	0.922	0.663426488457
63	4.12799058974	[105783, 105770]	0.288	0.492140424417
63	2.18994079979	[105808, 105807]	0.382	0.543921139102
63	-7.66266034065	[105833, 105831]	0.844	0.637758660777
63	-7.50768989052	[105836, 105835, 105833]	0.839	0.636363636364
64	-1.1130067029	93344	0.504	0.586256263422
64	13.3604985804	117293	0.061	0.315830721003
64	-6.20846288995	[105833, 105831, 105829]	0.762	0.615126676602
65	2.12999501018	83081	0.356	0.526071185672
65	12.5425239088	106110	0.066	0.323153409091
65	-4.16205274754	117291	0.674	0.613636363636
66	10.0992061163	83055	0.105	0.354545454545
66	6.01211270205	106199	0.223	0.449170761671
67	2.92283933076	105699	0.353	0.526071185672
67	-5.08474784763	105901	0.727	0.613636363636
67	-1.64821236823	106504	0.561	0.602536997886
67	9.47948545095	218111	0.138	0.379281183932
68	7.48166459969	83070	0.182	0.416579588993
68	23.3760079725	106427	0.006	0.141818181818
69	6.14051206029	83116	0.21	0.441604658687
69	6.70829167775	106441	0.189	0.423037190083
69	18.8035248519	193146	0.012	0.19696969697
69	-1.17660512393	200309	0.558	0.602536997886
70	13.817934894	106041	0.06	0.315830721003
70	4.25275184823	106050	0.289	0.492140424417
70	-15.1030062942	106540	0.976	0.669651322027
70	-2.07460058098	149807	0.576	0.604553528177
70	14.6501328382	154409	0.051	0.304407713499
70	6.12708341805	169352	0.222	0.449170761671
70	-5.79887136743	[105901, 105899]	0.744	0.613636363636
70	-5.79887136743	[105901, 105899, 105787]	0.744	0.613636363636
70	-5.79887136743	[105901, 105899, 105787, 105786]	0.744	0.613636363636
71	-13.0758949222	106555	0.955	0.668496216562
71	-1.88084582477	205107	0.549	0.602536997886
72	13.3742258379	83052	0.06	0.315830721003
72	10.3055420283	153376	0.113	0.366883116883
72	-5.0452303871	205243	0.746	0.613636363636
73	10.2272468154	105909	0.123	0.371840354767
73	-0.478111162612	137910	0.504	0.586256263422
73	26.5181113306	375172	0.004	0.131313131313
73	-3.12976642587	[187082, 187081]	0.646	0.613636363636
73	0.877929444743	[205107, 187082]	0.448	0.581838118022
73	0.877929444743	[205107, 187082, 106395]	0.448	0.581838118022
73	0.877929444743	[205107, 187082, 106395, 106389]	0.448	0.581838118022
74	1.09231655134	105721	0.429	0.573529411765
74	9.3128561941	114229	0.141	0.381404958678
74	-2.89819709822	187097	0.609	0.613636363636
75	-10.6780289551	105898	0.905	0.657612939208
75	13.2582125383	106250	0.072	0.327272727273
75	4.21184994814	187198	0.299	0.497957099081
75	-10.6780289551	[105898, 105820]	0.905	0.657612939208
75	7.09836078492	[106050, 106048]	0.196	0.433616742969
75	13.2582125383	[106250, 106249]	0.072	0.327272727273
76	-1.53521186961	83060	0.546	0.602536997886
76	11.2398476292	83118	0.102	0.354545454545
76	-3.83696770928	105904	0.668	0.613636363636
76	31.3005894053	119304	0.001	0.0738636363636
76	-4.1616617391	160944	0.678	0.613636363636
76	16.8907649357	193328	0.036	0.295454545455
76	-4.1616617391	[160944, 105826]	0.678	0.613636363636
76	-4.1616617391	[160944, 105826, 105825]	0.678	0.613636363636
77	10.2898603765	83064	0.132	0.373205741627
77	25.4705072554	83068	0.01	0.19696969697
77	-3.71350279646	106263	0.647	0.613636363636
77	-4.31717716221	131226	0.673	0.613636363636
77	19.4876105736	160966	0.028	0.280431432974
77	4.23341864442	169351	0.294	0.49778588174
77	-10.4418389945	205242	0.874	0.646376152008
77	-4.28101214025	[187082, 187081, 106397]	0.673	0.613636363636
77	-4.28101214025	[187082, 187081, 106397, 106396]	0.673	0.613636363636
78	23.1586267113	83049	0.008	0.163009404389
78	-2.18271877559	105921	0.585	0.607496012759
78	-12.5588742801	106077	0.934	0.66646562123
78	24.3791712425	106426	0.007	0.147727272727
78	18.0199733453	172847	0.023	0.27990430622
79	3.71827955688	83072	0.318	0.510622529644
79	-0.386978028156	83078	0.491	0.584952346041
79	7.36145595235	161003	0.203	0.433616742969
79	-9.10179264542	[106077, 105978]	0.837	0.636363636364
80	-4.76910907518	106404	0.683	0.613636363636
80	5.92671735953	106493	0.242	0.465798045603
80	10.7114509162	121494	0.115	0.370515970516
80	-8.37070279693	187211	0.825	0.634594977007
80	5.97757556955	377263	0.24	0.465798045603
80	-4.76910907518	[106404, 106403]	0.683	0.613636363636
80	-4.76910907518	[106404, 106403, 106402]	0.683	0.613636363636
80	-4.76910907518	[106404, 106403, 106402, 106390]	0.683	0.613636363636
81	-8.92408155735	[106077, 105978, 105977]	0.85	0.640089418778
81	25.3110347259	[106426, 106424]	0.002	0.118181818182
82	-13.1665567537	106378	0.951	0.668496216562
82	-8.94375841823	[105978, 105977, 105976]	0.859	0.640089418778
83	17.556828848	83111	0.037	0.299102132435
83	21.0476092213	114228	0.016	0.230598669623
84	22.8292284446	83091	0.013	0.202153110048
85	14.1395019042	82989	0.056	0.315151515152
86	9.38062437902	119559	0.181	0.416579588993
86	16.0889049243	169306	0.044	0.302325581395
86	-6.07757620736	187089	0.72	0.613636363636
86	24.5740958143	[106426, 106424, 106420]	0.003	0.118181818182
86	-6.07757620736	[187089, 106401]	0.72	0.613636363636
86	-6.07757620736	[187089, 106401, 106391]	0.72	0.613636363636
88	-7.3398747182	106551	0.797	0.627890085946
88	-9.18790267589	161048	0.864	0.643004350813
89	16.1424835113	119571	0.05	0.304407713499
90	2.13797410741	83076	0.354	0.526071185672
90	-8.34733385417	[106551, 106550]	0.79	0.626458434614
91	5.02246138027	106557	0.3	0.497957099081
92	3.92417384451	160961	0.275	0.490936555891
93	11.5209160771	83092	0.109	0.363893168978
93	0.517478225763	106062	0.476	0.582345191041
93	10.7826622546	147809	0.132	0.373205741627
94	-15.8928770907	[106077, 106074]	0.958	0.668496216562
95	-7.02994361943	160955	0.752	0.613636363636
95	-0.15688070397	169642	0.493	0.586153283336
95	3.13443171032	[160961, 106474]	0.365	0.533865886589
96	14.7476666664	83080	0.082	0.335927770859
96	18.3174092767	106096	0.041	0.299102132435
97	-4.03071998139	82946	0.635	0.613636363636
97	-10.2543323189	105897	0.834	0.636363636364
97	0.241602416792	105952	0.449	0.581838118022
97	-10.2543323189	[105897, 105784]	0.834	0.636363636364
97	0.241602416792	[105952, 105951]	0.449	0.581838118022
97	-7.60571428663	[160955, 105973]	0.764	0.61589978916
99	-8.72286269898	106400	0.808	0.62905737214
99	34.6379067172	167324	0.003	0.118181818182
99	1.74294971181	[160961, 106474, 106341]	0.396	0.550588235294
100	8.0340604317	105815	0.203	0.433616742969
100	32.1427243707	126909	0.004	0.131313131313
100	-3.97092156389	[160955, 105978, 105977, 105973, 105968]	0.626	0.613636363636
101	-1.23682478381	105769	0.549	0.602536997886
102	-6.91271446098	[160955, 105973, 105967]	0.752	0.613636363636
102	-6.91271446098	[160955, 105973, 105967, 105966]	0.752	0.613636363636
103	-0.324073961001	106485	0.496	0.586237872799
103	16.0554205891	106503	0.059	0.315830721003
103	16.0554205891	[106503, 106502]	0.059	0.315830721003
106	-11.4721542749	83122	0.879	0.647571606476
106	0.981867988133	105837	0.455	0.582345191041
106	28.8325971972	106419	0.007	0.147727272727
107	6.63025159991	82942	0.237	0.462196219622
107	24.0970565738	83083	0.012	0.19696969697
107	5.57564587734	160942	0.271	0.485261707989
107	5.57564587734	[160942, 105801]	0.271	0.485261707989
108	1.61511528427	83079	0.428	0.573529411765
108	6.06754465418	119544	0.288	0.492140424417
108	5.04295686437	160140	0.312	0.507888805409
108	-9.64252170187	[106400, 106398]	0.836	0.636363636364
109	15.011142471	83069	0.085	0.337095790116
109	43.0161787803	96530	0.001	0.0738636363636
109	3.82647932758	101143	0.345	0.522727272727
110	2.55584492609	83065	0.406	0.559228650138
110	1.86564928065	99052	0.425	0.57206460965
110	-2.38508555202	193147	0.582	0.607496012759
111	-6.8286970028	105739	0.723	0.613636363636
111	0.681706297361	125136	0.452	0.582345191041
112	-3.40657833771	161013	0.629	0.613636363636
113	0.159749677901	105995	0.482	0.583643815201
115	9.63824827489	83054	0.161	0.404698242934
115	-0.421696302629	105782	0.487	0.584952346041
116	3.08468393411	83098	0.382	0.543921139102
117	-8.19514938185	153910	0.783	0.625245700246
118	-3.42403140499	106010	0.605	0.613636363636
120	16.0970172978	83071	0.092	0.348484848485
121	4.02263444951	187196	0.343	0.522375820056
122	-15.4742461983	83036	0.935	0.66646562123
123	6.34087730281	119549	0.263	0.476715002789
123	-5.630867318	173973	0.691	0.613636363636
124	-0.138428286797	105813	0.49	0.584952346041
124	0.563005634567	[105995, 105984]	0.466	0.582345191041
125	-7.47090177113	83056	0.741	0.613636363636
125	0.220925574772	83061	0.487	0.584952346041
125	-6.75476379657	106388	0.723	0.613636363636
126	6.50375752279	83090	0.27	0.485261707989
127	-10.007762414	106068	0.82	0.632565867553
127	-3.36110051707	160941	0.63	0.613636363636
127	-3.26038652391	160948	0.629	0.613636363636
127	10.0214373092	160950	0.214	0.44370015949
130	27.9874390897	106534	0.011	0.19696969697
131	-8.27317339638	[106068, 106067]	0.76	0.615126676602
132	-7.95573688547	105965	0.745	0.613636363636
132	16.9393779135	160957	0.066	0.323153409091
132	12.2083108605	177876	0.124	0.371840354767
136	3.67140013606	187193	0.356	0.526071185672
136	32.902555254	198774	0.005	0.134297520661
140	4.6572916397	105698	0.316	0.510183805266
143	10.0539860458	105648	0.19	0.423670668954
145	6.04347421302	83097	0.296	0.497957099081
145	16.9594093057	106385	0.088	0.344370860927
145	15.4352161439	198759	0.104	0.354545454545
145	15.3459635928	[160957, 106343]	0.105	0.354545454545
146	-7.60379658548	217173	0.733	0.613636363636
147	-0.864342285179	83077	0.509	0.588600852273
147	0.461835230729	187103	0.473	0.582345191041
147	-20.0576297633	377873	0.968	0.668732782369
152	-27.601784907	167325	0.988	0.672601591956
623	-6.26903166017	106230	0.588	0.608501830919
156	15.1359819872	82944	0.112	0.366883116883
158	11.2925159448	83050	0.176	0.416579588993
158	1.75218895548	105818	0.429	0.573529411765
159	9.60673828461	106337	0.217	0.446784922395
163	-5.73685046765	83100	0.663	0.613636363636
164	-5.32790981141	99051	0.668	0.613636363636
166	-7.46049163916	106358	0.708	0.613636363636
166	22.0045462074	106384	0.053	0.310081008101
168	19.4484838695	160977	0.079	0.335840418574
174	14.1866706113	106043	0.151	0.393071686023
174	7.00562925599	106169	0.302	0.498476383951
178	25.0112335037	106516	0.046	0.304407713499
182	-7.87063593231	102279	0.703	0.613636363636
184	2.92995999665	106160	0.368	0.536924803591
185	23.6403951823	106459	0.048	0.304407713499
187	37.4169620946	83067	0.005	0.134297520661
191	38.1118285006	83089	0.006	0.141818181818
191	11.9206513933	106034	0.192	0.426520847573
197	-6.50473028847	105983	0.655	0.613636363636
1057	-5.66851945873	105937	0.564	0.602536997886
203	8.8989743625	119550	0.254	0.476715002789
224	-0.12554269204	373901	0.489	0.584952346041
229	29.294749131	83048	0.033	0.286764705882
232	25.6946970373	105688	0.052	0.307272727273
234	30.835484772	119558	0.022	0.27990430622
235	-15.3790482088	83051	0.827	0.634594977007
235	8.5904975771	161012	0.256	0.476715002789
237	24.4690854315	106196	0.045	0.304407713499
239	2.59957123262	83053	0.45	0.581857966978
252	31.4321726353	106439	0.025	0.27990430622
252	42.7175757044	106513	0.002	0.118181818182
270	0.539342161822	105812	0.456	0.582345191041
790	-5.19655099496	119548	0.569	0.602536997886
280	13.9408983613	106357	0.183	0.416579588993
285	-16.5956865913	106510	0.854	0.640089418778
299	29.663672556	83105	0.049	0.304407713499
325	-55.0986084856	106383	1.0	0.677648040033
348	-41.5972723881	83087	0.99	0.673187571922
884	-15.848025856	106356	0.69	0.613636363636
384	4.8273711138	161020	0.357	0.526071185672
436	-3.96333672079	105765	0.57	0.602536997886
442	-11.4213563231	105938	0.694	0.613636363636
446	22.2844159265	106028	0.134	0.374519846351
481	47.2120528551	106572	0.023	0.27990430622
1018	7.04309620781	106386	0.417	0.565158465388
